0.365,0.499,0.414,0.386,0.359,0.457,0.648,0.354,0.738,0.33,0.392,0.347,0.503,0.584,0.258,0.365,0.367,0.262,0.218,0.22,0.905,0.921,0.936,0.943,0.947,0.936,0.892,0.896,0.915,0.956,0.748,0.932,0.95,0.498,0.866,0.467,0.784,0.314,0.172,0.146,
0.5,0.557,0.401,0.985,0.494,0.707,0.581,0.71,0.368,0.667,0.472,0.988,0.33,0.217,0.556,0.724,0.572,0.38,0.259,0.399,0.448,0.12,0.282,0.108,0.137,0.217,0.168,0.123,0.057,0.233,0.995,1,0.858,0.847,0.827,0.815,0.841,0.811,0.841,0.79,
1,0.672,0.766,0.546,0.699,0.547,0.523,0.758,0.508,0.682,0.09,0.284,0.064,0.964,0.238,0.056,0.051,0.394,0.041,0.037,0.857,0.67,0.64,0.561,0.257,0.178,0.168,0.155,0.17,0.162,0.889,0.186,0.265,0.256,0.088,0.08,0.159,0.08,0.063,0.068,
0.694,0.479,0.733,0.636,0.764,0.632,0.705,0.763,0.773,0.626,0.676,0.177,0.632,0.283,0.246,0.279,0.294,0.217,0.119,0.148,0.82,0.678,0.606,0.288,0.516,0.273,0.178,0.516,0.277,0.177,1,0.612,0.612,0.549,0.549,0.549,0.549,0.549,0.549,0.549,
0.476,0.678,0.549,0.81,0.334,0.921,0.337,0.359,0.435,0.43,0.893,0.753,0.793,0.707,0.653,0.706,0.41,0.778,0.595,0.57,0.867,0.614,0.557,0.81,0.633,0.46,0.802,0.57,0.66,0.476,0.861,0.443,0.187,0.363,0.168,0.1,0.08,0.091,0.083,0.074,
0.744,0.888,0.642,0.48,0.715,0.727,0.658,0.512,0.726,0.765,0.936,0.863,0.829,0.738,0.739,0.948,0.956,0.673,0.834,0.759,0.907,0.82,0.809,0.89,0.774,0.694,0.746,0.684,0.676,0.756,0.884,0.887,0.643,0.554,0.594,0.47,0.517,0.33,0.336,0.335,
0.275,0.846,0.387,0.466,0.63,0.42,0.505,0.505,0.373,0.441,0.902,0.977,0.811,0.842,0.865,0.797,0.955,0.814,0.883,0.745,0.923,0.817,0.858,0.791,0.84,0.922,0.65,0.484,0.46,0.462,0.032,0.381,0.58,0.445,0.031,0.182,0.015,0.035,0.009,0.006,
0.479,0.566,0.879,0.449,0.616,0.631,0.37,0.298,0.557,0.319,0.456,0.519,0.768,0.456,0.492,0.515,0.495,0.631,0.443,0.532,0.84,0.904,0.844,0.863,0.947,0.921,0.833,0.821,0.767,0.797,0.805,0.78,0.757,0.49,0.32,0.306,0.32,0.318,0.32,0.308,
1,0.762,0.76,0.601,0.867,0.863,0.774,0.781,0.643,0.773,1,0.735,0.764,0.95,0.569,0.936,0.734,0.671,0.564,0.384,0.991,0.747,0.806,0.815,0.53,0.488,0.487,0.486,0.397,0.502,0.904,0.507,0.497,0.375,0.182,0.182,0.325,0.179,0.1,0.093,
0.988,0.762,0.915,0.552,0.726,0.898,0.75,0.741,0.43,0.788,0.932,0.823,0.677,0.611,0.567,0.539,0.518,0.587,0.54,0.54,0.942,0.29,0.552,0.174,0.575,0.175,0.571,0.142,0.083,0.083,0.955,0.38,0.364,0.371,0.138,0.096,0.08,0.071,0.071,0.074,
0.474,0.96,0.711,0.616,0.412,0.697,0.505,0.626,0.535,0.405,0.609,0.915,0.64,0.615,0.557,0.567,0.42,0.72,0.589,0.375,0.94,0.304,0.959,0.275,0.584,0.244,0.554,0.167,0.094,0.167,0.996,0.795,0.747,0.664,0.664,0.657,0.657,0.657,0.657,0.657,
0.749,0.823,0.74,0.798,0.742,0.637,0.574,0.533,0.452,0.785,0.645,0.804,0.157,0.629,0.346,0.16,0.405,0.43,0.143,0.083,0.958,0.307,0.295,0.356,0.153,0.036,0.04,0.067,0.035,0.032,0.84,0.467,0.248,0.175,0.126,0.1,0.108,0.093,0.09,0.103,
1,0.822,0.778,0.766,0.713,0.761,0.674,0.672,0.646,0.796,0.969,0.725,0.633,0.633,0.587,0.403,0.221,0.263,0.268,0.278,0.915,0.414,0.539,0.414,0.254,0.119,0.243,0.087,0.098,0.078,0.888,0.423,0.473,0.227,0.172,0.1,0.093,0.073,0.069,0.077,
0.638,0.584,0.676,0.815,0.559,0.785,0.53,0.543,0.514,0.464,0.647,0.828,0.654,0.661,0.763,0.703,0.647,0.443,0.449,0.81,0.983,0.497,0.769,0.433,0.309,0.116,0.114,0.217,0.079,0.101,0.925,0.493,0.359,0.35,0.356,0.345,0.351,0.345,0.35,0.347,
0.849,0.831,0.947,0.761,0.863,0.9,0.73,0.907,0.814,0.827,0.159,0.224,0.17,0.191,0.932,0.158,0.157,0.183,0.089,0.097,0.695,0.716,0.649,0.676,0.329,0.287,0.224,0.287,0.256,0.287,0.867,0.726,0.352,0.325,0.315,0.281,0.281,0.281,0.281,0.281,
1,0.759,0.777,0.708,0.547,0.751,0.66,0.633,0.666,0.893,1,0.75,0.879,0.784,0.772,0.954,0.651,0.796,0.691,0.484,0.873,0.599,0.591,0.592,0.469,0.308,0.453,0.248,0.187,0.194,0.953,0.845,0.683,0.386,0.249,0.155,0.103,0.108,0.093,0.101,
0.962,0.938,0.872,0.912,0.915,0.889,0.831,0.872,0.911,0.896,0.264,0.448,0.475,0.312,0.901,0.465,0.202,0.214,0.161,0.093,0.966,0.948,1,0.696,0.392,0.339,0.335,0.339,0.345,0.339,0.986,0.807,0.334,0.318,0.305,0.266,0.262,0.258,0.265,0.281,
0.866,0.885,0.823,0.772,0.878,0.731,0.722,0.694,0.543,0.674,1,0.541,0.629,0.483,0.774,0.568,0.85,0.408,0.396,0.56,0.942,0.835,0.686,0.635,0.507,0.466,0.531,0.507,0.442,0.503,0.715,0.315,0.257,0.261,0.1,0.076,0.071,0.063,0.061,0.06,
0.063,0.062,0.028,0.16,0.059,0.05,0.084,0.102,0.133,0.088,0.121,0.072,0.132,0.312,0.163,0.117,0.14,0.178,0.153,0.09,0.33,0.603,0.51,0.401,0.418,0.482,0.355,0.394,0.452,0.299,1,0.936,0.926,0.831,0.849,0.825,0.821,0.825,0.821,0.825,
0.765,0.846,0.763,0.535,0.777,0.786,0.505,0.997,0.739,0.552,0.952,0.543,0.855,0.43,0.806,0.522,0.872,0.488,0.397,0.658,1,0.544,0.571,0.76,0.844,0.265,0.405,0.359,0.203,0.231,0.867,0.98,0.893,0.739,0.631,0.641,0.628,0.608,0.565,0.517,
0.361,0.551,0.613,0.807,0.433,0.374,0.595,0.505,0.659,0.416,0.884,0.932,0.877,0.982,0.913,0.908,0.847,0.818,0.863,0.865,0.691,0.648,0.733,0.685,0.64,0.673,0.673,0.471,0.355,0.335,0.998,0.996,0.57,0.284,0.222,0.211,0.214,0.212,0.215,0.214,
0.84,0.385,0.566,0.59,0.503,0.382,0.604,0.507,0.529,0.5,0.948,0.496,0.57,0.572,0.731,0.657,0.619,0.559,0.896,0.583,0.983,0.756,0.828,0.86,0.65,0.67,0.74,0.643,0.67,0.769,0.976,0.752,0.81,0.637,0.613,0.637,0.613,0.458,0.462,0.452,
0.671,0.78,0.671,0.637,0.681,0.604,0.639,0.965,0.651,0.47,1,0.824,0.849,0.793,0.488,0.547,0.335,0.56,0.547,0.571,0.9,0.867,0.687,0.65,0.656,0.65,0.692,0.603,0.687,0.603,0.89,0.442,0.425,0.408,0.404,0.166,0.154,0.142,0.139,0.137,
0.999,0.945,0.874,0.756,0.9,0.783,0.617,0.806,0.77,0.461,1,0.591,0.819,0.971,0.502,0.914,0.726,0.548,0.526,0.452,0.867,0.679,0.618,0.559,0.451,0.36,0.323,0.293,0.285,0.257,0.855,0.142,0.205,0.441,0.064,0.042,0.079,0.049,0.023,0.019,
0.678,0.753,0.858,0.836,0.714,0.811,0.674,0.735,0.568,0.792,0.853,0.911,0.839,0.879,0.853,0.728,0.698,0.658,0.509,0.654,0.9,0.745,0.824,0.756,0.568,0.617,0.565,0.43,0.483,0.459,0.991,0.721,0.68,0.455,0.447,0.212,0.347,0.154,0.107,0.093,
0.422,0.723,0.508,0.998,0.665,0.371,0.485,0.616,0.306,0.384,0.736,0.809,0.2,0.557,0.29,0.315,0.346,0.508,0.571,0.396,0.797,0.793,0.576,0.631,0.551,0.424,0.476,0.555,0.394,0.492,0.874,0.715,0.582,0.598,0.574,0.488,0.574,0.568,0.488,0.574,
0.374,0.76,0.523,0.871,0.421,0.308,0.629,0.704,0.603,0.455,0.527,0.999,0.515,0.769,0.596,0.674,0.463,0.57,0.415,0.776,0.598,0.553,0.83,0.499,0.465,0.698,0.542,0.438,0.498,0.383,0.955,0.89,0.854,0.778,0.904,0.676,0.65,0.624,0.624,0.624,
0.639,0.599,0.673,0.542,0.732,0.608,0.704,0.775,0.584,0.597,0.946,0.886,0.992,0.951,0.849,0.839,0.829,0.849,0.839,0.86,0.995,0.953,0.748,0.437,0.676,0.437,0.68,0.242,0.191,0.184,0.988,0.379,0.331,0.33,0.095,0.02,0.01,0.009,0.009,0.008,
0.673,0.536,0.932,0.564,0.549,0.693,0.644,0.761,0.486,0.439,0.902,0.742,0.619,0.662,0.632,0.633,0.726,0.715,0.571,0.796,0.937,0.925,0.88,0.846,0.817,0.892,0.668,0.8,0.658,0.701,0.953,0.926,0.842,0.799,0.58,0.397,0.337,0.32,0.302,0.289,
0.554,0.589,0.517,0.742,0.554,0.575,0.572,0.502,0.469,0.66,0.905,0.911,1,0.8,0.858,0.875,0.77,0.833,0.712,0.809,1,0.569,0.464,0.787,0.533,0.286,0.766,0.49,0.23,0.177,1,0.88,0.804,0.709,0.806,0.271,0.303,0.227,0.185,0.174,
0.84,0.794,0.843,0.656,0.926,0.639,0.581,0.779,0.615,0.698,0.098,0.998,0.751,0.144,0.121,0.055,0.152,0.078,0.219,0.081,1,0.127,0.751,0.175,0.53,0.123,0.606,0.115,0.04,0.045,0.79,0.677,0.678,0.478,0.271,0.206,0.191,0.187,0.185,0.181,
0.637,0.65,0.506,0.755,0.49,0.545,0.902,0.563,0.51,0.592,1,0.987,0.927,0.95,0.871,0.889,0.903,0.871,0.896,0.919,0.972,0.953,0.993,0.525,0.918,0.544,0.914,0.455,0.429,0.453,0.805,0.726,0.676,0.366,0.231,0.162,0.164,0.155,0.158,0.151,
1,0.823,0.86,0.792,0.835,0.815,0.854,0.812,0.863,0.833,0.17,0.405,0.311,0.315,0.47,0.305,0.259,0.407,0.143,0.539,1,0.97,0.934,0.951,0.91,0.635,0.656,0.58,0.591,0.669,0.919,0.741,0.932,0.484,0.46,0.338,0.466,0.254,0.242,0.228,
0.164,0.398,0.153,0.28,0.29,0.336,0.309,0.489,0.641,0.149,0.262,0.463,0.22,0.603,0.256,0.236,0.269,0.322,0.315,0.304,0.411,0.393,0.455,0.42,0.367,0.386,0.232,0.413,0.359,0.219,0.957,0.856,0.798,0.83,0.83,0.83,0.83,0.83,0.83,0.83,
0.694,0.725,0.675,0.551,0.43,0.723,0.742,0.458,0.378,0.648,0.694,0.48,0.483,0.286,0.469,0.378,0.087,0.084,0.048,0.138,0.756,0.495,0.547,0.555,0.208,0.246,0.268,0.324,0.223,0.239,0.922,0.693,0.573,0.397,0.353,0.394,0.353,0.394,0.289,0.353,
0.737,0.771,0.972,0.651,0.547,0.794,0.893,0.586,0.485,0.587,0.055,0.12,0.13,0.066,0.137,0.138,0.063,0.233,0.135,0.045,0.917,0.809,0.809,0.907,0.728,0.755,0.744,0.751,0.671,0.776,0.899,0.897,0.831,0.782,0.778,0.599,0.56,0.561,0.586,0.566,
0.584,0.756,0.794,0.496,0.667,0.512,0.699,0.562,0.756,0.613,0.744,0.251,0.216,0.416,0.352,0.189,0.243,0.51,0.933,0.641,0.971,0.718,0.815,0.81,0.842,0.648,0.627,0.711,0.542,0.63,0.912,0.89,0.862,0.775,0.688,0.742,0.7,0.659,0.619,0.642,
1,0.532,0.813,0.534,0.618,0.669,0.577,0.675,0.664,0.462,1,0.825,0.735,0.89,0.78,0.828,0.82,0.872,0.799,0.948,0.999,0.639,0.614,0.498,0.783,0.458,0.819,0.523,0.655,0.443,0.959,0.784,1,0.693,0.546,0.446,0.447,0.446,0.446,0.475,
0.849,0.852,0.9,0.718,0.67,0.708,0.89,0.918,0.63,0.764,0.976,0.604,0.335,0.84,0.437,0.371,0.613,0.348,0.181,0.138,0.852,0.711,0.441,0.721,0.466,0.47,0.268,0.435,0.451,0.327,0.949,0.7,0.667,0.347,0.365,0.347,0.377,0.315,0.316,0.303,
0.477,0.64,0.636,0.434,0.684,0.356,0.514,0.473,0.495,0.276,0.325,0.39,0.433,0.26,0.287,0.231,0.095,0.299,0.126,0.074,0.635,0.489,0.494,0.265,0.22,0.292,0.198,0.224,0.086,0.224,1,0.737,0.689,0.675,0.675,0.675,0.675,0.675,0.675,0.675,
1,0.582,0.723,0.737,0.615,0.736,0.744,0.545,0.66,0.637,0.818,0.862,0.706,0.742,0.653,0.687,0.519,0.759,0.579,0.626,0.671,0.606,0.621,0.469,0.511,0.265,0.206,0.268,0.136,0.171,0.98,0.611,0.302,0.301,0.224,0.218,0.237,0.211,0.205,0.216,
0.78,0.835,0.992,0.838,0.934,0.842,0.821,0.822,0.906,0.697,0.611,0.182,0.313,0.253,0.886,0.329,0.757,0.253,0.128,0.149,0.948,0.988,0.965,0.957,0.873,0.758,0.802,0.775,0.757,0.777,0.754,0.831,0.788,0.732,0.64,0.435,0.486,0.317,0.304,0.315,
0.318,0.883,0.534,0.506,0.437,0.533,0.358,0.626,0.539,0.286,0.96,0.998,0.912,0.931,0.956,0.954,0.889,0.924,0.897,0.908,0.865,0.982,0.817,0.983,0.841,0.284,0.263,0.201,0.15,0.223,0.98,0.766,0.146,0.136,0.04,0.033,0.033,0.033,0.033,0.033,
0.256,0.3,0.431,0.341,0.307,0.441,0.489,0.45,0.332,0.444,0.974,0.865,0.834,0.889,0.891,0.84,0.87,0.856,0.842,0.83,0.962,0.826,0.24,0.972,0.573,0.366,0.886,0.455,0.102,0.051,0.999,0.882,0.608,0.29,0.29,0.289,0.296,0.29,0.299,0.29,
0.267,0.376,0.354,0.565,0.392,0.349,0.23,0.677,0.387,0.44,0.454,0.695,0.424,0.374,0.499,0.431,0.325,0.379,0.433,0.325,1,0.94,0.904,0.885,0.936,0.885,0.909,0.885,0.897,0.885,0.964,0.867,0.826,0.788,0.767,0.181,0.087,0.08,0.079,0.076,
0.648,0.907,0.782,0.716,0.685,0.801,0.666,0.804,0.779,0.554,0.977,0.981,0.869,0.94,0.978,0.98,0.944,0.868,0.989,0.848,0.994,0.617,0.732,0.659,0.644,0.658,0.666,0.337,0.249,0.255,1,0.717,0.727,0.877,0.687,0.291,0.258,0.231,0.154,0.131,
0.378,0.361,0.607,0.216,0.728,0.218,0.295,0.449,0.269,0.47,0.256,0.774,0.202,0.401,0.095,0.168,0.156,0.069,0.046,0.227,0.544,0.522,0.693,0.299,0.291,0.25,0.146,0.478,0.244,0.135,0.976,0.779,0.716,0.714,0.714,0.721,0.714,0.714,0.714,0.717,
1,0.799,0.832,0.716,0.781,0.816,0.691,0.767,0.874,0.543,1,0.437,0.446,0.418,0.387,0.346,0.663,0.7,0.593,0.275,0.953,0.563,0.517,0.496,0.383,0.294,0.474,0.156,0.125,0.103,0.667,0.329,0.247,0.293,0.076,0.009,0.006,0.007,0.006,0.007,
0.83,0.811,0.738,0.644,0.689,0.773,0.971,0.633,0.424,0.747,0.988,0.669,0.783,0.882,0.635,0.788,0.616,0.827,0.456,0.426,0.911,0.545,0.725,0.755,0.453,0.323,0.305,0.279,0.247,0.226,0.79,0.542,0.487,0.35,0.165,0.146,0.21,0.133,0.097,0.094,
0.187,0.434,0.666,0.327,0.82,0.584,0.338,0.401,0.744,0.411,0.798,0.84,0.865,0.894,0.805,0.899,0.876,0.844,0.785,0.873,0.877,0.402,0.488,0.897,0.59,0.596,0.897,0.749,0.322,0.171,0.95,1,0.63,0.323,0.335,0.32,0.333,0.333,0.328,0.339,
0.335,0.299,0.31,0.232,0.33,0.394,0.338,0.326,0.324,0.154,0.691,0.693,0.669,0.623,0.842,0.838,0.566,0.639,0.547,0.712,0.974,0.612,0.613,0.447,0.257,0.147,0.096,0.22,0.093,0.097,0.95,0.534,0.396,0.394,0.377,0.384,0.394,0.396,0.38,0.396,
0.991,0.741,0.824,0.775,0.986,0.966,0.803,0.802,0.882,0.82,0.952,0.906,0.944,0.965,0.845,0.886,0.995,0.805,0.768,0.749,0.714,0.573,0.74,1,0.511,0.443,0.426,0.061,0.034,0.026,0.357,0.596,0.663,0.257,0.003,0.001,0.001,0.001,0.001,0.001,
0.546,0.579,0.583,0.471,0.346,0.822,0.419,0.469,0.331,0.44,0.771,0.716,0.79,0.557,0.735,0.648,0.452,0.571,0.368,0.38,0.983,0.79,0.705,0.557,0.407,0.417,0.332,0.329,0.356,0.341,0.959,0.213,0.447,0.047,0.303,0.046,0.274,0.035,0.023,0.02,
0.918,0.931,0.841,0.933,0.786,0.771,0.872,0.764,0.851,0.547,0.855,0.311,0.3,0.229,0.202,0.11,0.137,0.151,0.423,0.167,1,0.401,0.349,0.824,0.768,0.26,0.231,0.227,0.156,0.193,0.814,0.725,0.617,0.44,0.254,0.2,0.237,0.189,0.161,0.136,
0.418,0.406,0.482,0.396,0.559,0.307,0.337,0.595,0.465,0.426,0.569,0.849,0.592,0.38,0.644,0.479,0.349,0.584,0.398,0.459,0.887,0.859,0.753,0.524,0.482,0.367,0.278,0.391,0.209,0.224,0.93,0.666,0.449,0.437,0.356,0.421,0.329,0.374,0.421,0.333,
0.356,0.478,0.588,0.335,0.392,0.423,0.561,0.379,0.265,0.492,0.767,0.573,0.551,0.861,0.643,0.598,0.612,0.27,0.497,0.235,0.641,0.596,0.869,0.6,0.512,0.637,0.494,0.494,0.666,0.436,0.949,0.967,0.881,0.785,0.722,0.777,0.714,0.675,0.675,0.675,
0.237,0.57,0.414,0.333,0.499,0.398,0.728,0.565,0.496,0.849,0.569,0.711,0.703,0.902,0.619,0.807,0.827,0.769,0.676,0.803,0.771,0.837,0.856,0.841,0.817,0.792,0.858,0.769,0.769,0.769,0.911,0.835,0.814,0.101,0.085,0.03,0.028,0.028,0.028,0.028,
0.574,0.663,0.737,0.559,0.591,0.598,0.711,0.638,0.541,0.988,0.989,0.907,1,0.908,0.915,0.952,0.889,0.91,0.933,0.908,0.99,0.972,0.97,0.853,0.845,0.435,0.355,0.372,0.368,0.322,0.873,0.799,0.582,0.416,0.248,0.124,0.235,0.075,0.058,0.054,
0.872,0.801,1,0.674,0.725,0.678,0.505,0.939,0.594,0.823,1,0.521,0.738,0.835,0.424,0.505,0.755,0.603,0.293,0.369,0.98,0.743,0.743,0.473,0.267,0.361,0.182,0.258,0.39,0.17,0.886,0.698,0.457,0.457,0.417,0.443,0.412,0.4,0.389,0.394,
0.541,0.653,0.465,0.48,0.751,0.582,0.601,0.624,0.492,0.696,0.784,0.817,0.621,0.77,0.808,0.939,0.577,0.707,0.613,0.519,1,0.161,0.279,0.264,0.693,0.107,0.23,0.173,0.094,0.12,0.944,0.891,0.935,0.641,0.647,0.603,0.685,0.564,0.672,0.655,
0.856,0.927,0.772,0.835,0.718,0.842,0.744,0.886,0.584,0.994,0.937,0.489,0.402,0.803,0.363,0.341,0.686,0.366,0.376,0.229,0.97,0.889,0.969,0.899,0.935,0.563,0.541,0.457,0.451,0.485,0.986,0.076,0.323,0.507,0.106,0.071,0.257,0.081,0.034,0.032,
1,0.952,0.639,0.839,0.78,0.818,0.751,0.757,0.726,0.637,0.954,0.932,0.87,0.778,0.779,0.71,0.838,0.769,0.708,0.749,0.991,0.327,0.815,0.166,0.742,0.139,0.823,0.072,0.052,0.072,0.983,0.675,0.666,0.516,0.357,0.355,0.355,0.372,0.355,0.372,
0.452,0.529,1,0.693,0.66,0.744,0.587,0.514,0.748,0.68,0.597,0.612,0.64,0.699,0.76,0.823,0.644,0.596,0.682,0.901,0.773,0.922,0.66,0.875,0.936,0.824,0.709,0.719,0.712,0.736,0.878,0.868,0.782,0.648,0.507,0.41,0.41,0.41,0.41,0.41,
0.716,0.475,0.631,0.68,0.635,0.443,0.664,0.984,0.735,0.471,0.883,0.846,0.489,0.639,0.715,0.41,0.412,0.578,0.554,0.439,0.843,0.464,0.769,0.448,0.435,0.274,0.164,0.378,0.161,0.189,0.913,0.568,0.386,0.386,0.386,0.411,0.388,0.387,0.386,0.386,
1,0.698,0.664,0.813,0.744,0.633,0.479,0.691,0.758,0.835,0.863,0.799,0.756,0.664,0.399,0.437,0.434,0.449,0.308,0.458,0.913,0.315,0.367,0.415,0.226,0.197,0.331,0.242,0.147,0.151,0.922,0.513,0.288,0.236,0.255,0.137,0.137,0.069,0.071,0.076,
0.747,0.802,0.751,0.697,0.734,0.799,0.663,0.644,0.624,0.49,0.884,0.649,0.647,0.599,0.694,0.559,0.848,0.822,0.538,0.662,0.967,0.445,0.691,0.835,0.439,0.816,0.673,0.428,0.272,0.304,0.915,0.722,0.717,0.589,0.409,0.338,0.21,0.199,0.191,0.184,
0.994,0.534,0.758,0.643,0.651,0.468,0.461,0.87,0.566,0.532,1,0.524,0.752,0.471,0.643,0.587,0.66,0.228,0.33,0.396,0.964,0.461,0.379,0.311,0.183,0.152,0.171,0.119,0.115,0.117,0.682,0.4,0.254,0.149,0.127,0.096,0.123,0.099,0.083,0.081,
0.107,0.199,0.142,0.213,0.095,0.159,0.127,0.164,0.152,0.196,0.534,0.552,0.605,0.483,0.547,0.863,0.493,0.683,0.838,0.554,0.614,0.873,0.544,0.513,0.576,0.507,0.64,0.57,0.263,0.62,0.895,0.888,0.958,0.836,0.751,0.673,0.651,0.675,0.656,0.652,
0.821,0.899,0.456,0.554,0.57,0.951,0.564,0.436,0.757,0.745,0.869,0.786,0.614,0.781,0.601,0.249,0.496,0.219,0.226,0.376,0.97,0.68,0.702,0.499,0.258,0.079,0.061,0.053,0.039,0.049,0.752,0.687,0.55,0.325,0.232,0.158,0.146,0.145,0.13,0.16,
0.826,0.988,0.895,0.785,0.901,0.668,0.742,0.736,0.654,0.775,0.841,0.706,0.747,0.974,0.683,0.832,0.777,0.685,0.663,0.622,0.938,0.811,0.906,0.757,0.778,0.621,0.617,0.482,0.337,0.414,0.916,0.838,0.623,0.559,0.447,0.374,0.342,0.348,0.34,0.331,
0.793,0.694,0.725,0.453,0.709,0.67,0.589,0.623,0.42,0.446,0.745,0.81,0.801,0.56,0.503,0.34,0.674,0.243,0.523,0.415,0.839,0.401,0.688,0.673,0.615,0.421,0.32,0.127,0.161,0.379,0.925,0.562,0.514,0.494,0.472,0.492,0.493,0.496,0.493,0.474,
0.532,0.839,0.557,0.549,0.718,0.688,0.682,0.619,0.731,0.784,0.668,0.772,0.925,0.791,0.715,0.94,0.81,0.834,0.829,0.691,0.864,0.505,1,0.501,0.915,0.366,0.887,0.439,0.351,0.28,0.904,1,0.753,0.649,0.563,0.536,0.536,0.536,0.536,0.536,
1,0.798,0.751,0.785,0.569,0.701,0.613,0.821,0.537,0.74,1,0.425,0.393,0.599,0.321,0.332,0.601,0.373,0.25,0.2,0.861,0.639,0.445,0.427,0.429,0.269,0.216,0.161,0.145,0.149,0.707,0.084,0.397,0.217,0.175,0.043,0.103,0.035,0.029,0.029,
0.314,0.298,0.455,0.308,0.257,0.277,0.396,0.398,0.55,0.236,0.524,0.745,0.585,0.406,0.405,0.611,0.693,0.528,0.366,0.622,0.793,0.928,0.725,0.608,0.58,0.714,0.767,0.593,0.543,0.423,0.885,0.797,0.733,0.546,0.531,0.531,0.531,0.531,0.531,0.531,
0.051,0.189,0.183,0.186,0.144,0.238,0.104,0.104,0.109,0.21,0.393,0.706,0.485,0.416,0.656,0.487,0.361,0.798,0.571,0.518,0.945,0.952,0.965,0.957,0.99,0.98,0.975,0.966,0.918,0.912,0.866,0.533,0.71,0.868,0.538,0.511,0.78,0.209,0.085,0.071,
0.762,0.657,0.744,0.637,0.914,0.585,0.486,0.736,0.701,0.639,0.124,0.134,0.464,0.304,0.104,0.203,0.489,0.156,0.059,0.132,0.512,0.61,0.515,0.4,0.222,0.357,0.2,0.388,0.208,0.388,0.897,0.839,0.747,0.738,0.738,0.723,0.723,0.723,0.723,0.723,
0.491,0.593,0.581,0.524,0.428,0.607,0.556,0.4,0.429,0.572,0.657,0.511,0.608,0.53,0.586,0.548,0.502,0.453,0.273,0.487,0.902,0.876,0.81,0.794,0.756,0.721,0.726,0.721,0.757,0.721,0.986,0.83,0.507,0.449,0.448,0.248,0.252,0.245,0.252,0.246,
0.791,0.685,0.614,0.699,0.743,0.825,0.647,0.797,0.637,0.524,1,0.593,0.4,0.438,0.323,0.333,0.301,0.786,0.646,0.335,0.987,0.646,0.836,0.808,0.57,0.46,0.373,0.37,0.31,0.316,0.711,0.555,0.498,0.439,0.148,0.13,0.228,0.131,0.072,0.066,
0.2,0.333,0.259,0.3,0.26,0.214,0.287,0.293,0.52,0.327,0.503,0.762,0.625,0.418,0.646,0.959,0.627,0.428,0.591,0.58,0.542,0.508,0.532,0.678,0.486,0.598,0.647,0.492,0.557,0.361,0.805,0.869,0.815,1,0.89,0.799,0.69,0.671,0.601,0.657,
0.678,0.943,0.642,0.851,0.76,0.746,0.775,0.712,0.575,0.762,0.765,0.725,0.449,0.846,0.629,0.203,0.166,0.225,0.112,0.14,0.981,0.886,0.851,0.814,0.523,0.485,0.454,0.445,0.431,0.353,0.71,0.042,0.516,0.039,0.033,0.018,0.013,0.012,0.007,0.007,
1,0.874,0.911,0.851,0.849,0.953,0.925,0.758,0.651,0.994,1,0.435,0.407,0.367,0.662,0.199,0.099,0.05,0.084,0.104,0.774,0.729,0.623,0.711,0.348,0.218,0.243,0.33,0.185,0.27,0.866,0.395,0.205,0.201,0.107,0.082,0.071,0.072,0.074,0.069,
0.139,0.328,0.321,0.133,0.177,0.164,0.375,0.154,0.111,0.188,0.631,0.893,0.505,0.313,0.475,0.357,0.386,0.294,0.303,0.893,0.803,0.674,0.677,0.46,0.836,0.393,0.261,0.176,0.116,0.373,0.993,0.681,0.6,0.53,0.53,0.53,0.53,0.53,0.51,0.53,
0.392,0.189,0.981,0.366,0.227,0.42,0.537,0.343,0.272,0.284,0.325,0.968,0.158,0.32,0.574,0.289,0.294,0.092,0.077,0.644,0.01,0.285,0.017,0.384,0.065,0.089,0.008,0.005,0.004,0.041,0.947,0.811,0.615,0.693,0.795,0.682,0.66,0.66,0.738,0.629,
0.96,0.898,0.835,0.857,0.7,0.854,0.755,0.813,0.678,0.925,0.891,0.461,0.72,0.781,0.489,0.698,0.768,0.555,0.463,0.348,0.913,0.777,0.899,0.737,0.836,0.379,0.36,0.228,0.182,0.203,0.72,0.054,0.194,0.719,0.096,0.012,0.105,0.011,0.005,0.004,
0.653,0.74,0.654,0.458,0.694,0.547,0.407,0.604,0.517,0.377,1,0.874,0.602,0.824,0.845,0.633,0.842,0.786,0.756,0.69,0.994,0.889,0.912,0.756,0.674,0.781,0.823,0.616,0.551,0.566,0.94,0.929,0.874,0.734,0.857,0.717,0.768,0.708,0.684,0.709,
0.633,0.699,0.618,0.54,0.64,0.946,0.581,0.462,0.719,0.557,0.714,0.572,0.574,0.468,0.603,0.987,0.523,0.61,0.586,0.309,0.885,0.875,0.88,0.792,0.708,0.776,0.72,0.704,0.642,0.681,0.75,0.844,0.701,0.605,0.423,0.339,0.544,0.416,0.194,0.172,
0.846,0.648,0.646,0.561,0.608,0.596,0.606,0.527,0.468,0.759,1,0.214,0.237,0.297,0.87,0.335,0.284,0.304,0.084,0.336,0.911,0.953,0.827,0.692,0.746,0.716,0.723,0.697,0.737,0.7,0.829,0.671,0.635,0.635,0.621,0.36,0.36,0.36,0.36,0.36,
